instrument_uri,instrument_label,doc_family,threshold_category,domain_of_concern,proposed_component_uri,proposed_component_label,evidence_level,primary_evidence_url,secondary_evidence_url,tertiary_evidence_url,evidence_note
pmsr:/INS1739403078441215,Male Genitalia Catherization Simulator,Procedure Trainers and Skills Simulators,HIGH_MANNEQUIN_PROCEDURE,GENERAL_SIMULATION_OTHER,pmsr:/COM94ff38d500c92a013,Male Genitalia Catherization Simulator Procedure Completion Detector,instrument-specific,https://www.nascohealthcare.com/,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739403078441215,Male Genitalia Catherization Simulator,Procedure Trainers and Skills Simulators,HIGH_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM9c29aa34108bf9ca0,Male Genitalia Catherization Simulator Ventilation Flow Detector,instrument-specific,https://www.nascohealthcare.com/,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739483351917145,Male Inguinal Hernia Anatomy Model,General Medical Device Governance,HIGH_MANNEQUIN_PROCEDURE,SOFTWARE_WORKFLOW_STATE,pmsr:/COM9e2c34a1b1540e07a,Male Inguinal Hernia Anatomy Model Scenario State Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739483351917145,Male Inguinal Hernia Anatomy Model,General Medical Device Governance,HIGH_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM9030f0a29291c78f5,Male Inguinal Hernia Anatomy Model Airway Pressure Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739483351917145,Male Inguinal Hernia Anatomy Model,General Medical Device Governance,HIGH_MANNEQUIN_PROCEDURE,CARDIOVASCULAR_HEMODYNAMIC,pmsr:/COM96207a1849efc321f,Male Inguinal Hernia Anatomy Model Pulse Rate Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739483351917145,Male Inguinal Hernia Anatomy Model,General Medical Device Governance,HIGH_MANNEQUIN_PROCEDURE,PROCEDURAL_FORCE_PRESSURE,pmsr:/COM9647825025161ddc9,Male Inguinal Hernia Anatomy Model Applied Force Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739483351917145,Male Inguinal Hernia Anatomy Model,General Medical Device Governance,HIGH_MANNEQUIN_PROCEDURE,IV_VASCULAR_ACCESS,pmsr:/COM94570ad0af3ec56bd,Male Inguinal Hernia Anatomy Model Venous Flashback Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739483351917145,Male Inguinal Hernia Anatomy Model,General Medical Device Governance,HIGH_MANNEQUIN_PROCEDURE,SOFTWARE_WORKFLOW_STATE,pmsr:/COM9b74e72176bf35abf,Male Inguinal Hernia Anatomy Model Action Sequence Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739483351917145,Male Inguinal Hernia Anatomy Model,General Medical Device Governance,HIGH_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM96b4219d46216ef7f,Male Inguinal Hernia Anatomy Model Ventilation Flow Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
ncit:C16830,Medical Device,General Medical Device Governance,IMAGING_TABLE,GENERAL_SIMULATION_OTHER,pmsr:/COM909d6d9cdb98cf3b5,Medical Device Interaction Event Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739287092102085,Medical Examination Simulators,General Medical Device Governance,MEDIUM_MANNEQUIN_PROCEDURE,GENERAL_SIMULATION_OTHER,pmsr:/COM9c87dd2ffb8889986,Medical Examination Simulators Interaction Event Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739287092102085,Medical Examination Simulators,General Medical Device Governance,MEDIUM_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM9dc7088e7b0c6b1d9,Medical Examination Simulators Airway Pressure Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739287092102085,Medical Examination Simulators,General Medical Device Governance,MEDIUM_MANNEQUIN_PROCEDURE,CARDIOVASCULAR_HEMODYNAMIC,pmsr:/COM91841a32f2e6095c0,Medical Examination Simulators Pulse Rate Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739301814401805,Medical Procedure Simulator,General Medical Device Governance,MEDIUM_MANNEQUIN_PROCEDURE,GENERAL_SIMULATION_OTHER,pmsr:/COM95a10057514746c68,Medical Procedure Simulator Interaction Event Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739301814401805,Medical Procedure Simulator,General Medical Device Governance,MEDIUM_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM9a3858475133ce3e6,Medical Procedure Simulator Airway Pressure Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739301814401805,Medical Procedure Simulator,General Medical Device Governance,MEDIUM_MANNEQUIN_PROCEDURE,CARDIOVASCULAR_HEMODYNAMIC,pmsr:/COM92dfde0052fb9811f,Medical Procedure Simulator Pulse Rate Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739821032633525,Monitoring Virtual Simulator,Point-of-Care Ultrasound and Imaging,IMAGING_TABLE,IMAGING_ANATOMY_SPATIAL,pmsr:/COM939b7da280355299e,Monitoring Virtual Simulator Probe Contact Detector,instrument-specific,https://www.chison.com/hotproduct/handheld-ultrasound-for-pregnancy.html,https://www.chison.com/products/,https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739400689838665,Nursing Care Simulator,General Medical Device Governance,MEDIUM_MANNEQUIN_PROCEDURE,GENERAL_SIMULATION_OTHER,pmsr:/COM932d3ecab37a459ac,Nursing Care Simulator Interaction Event Detector,instrument-specific,https://www.fda.gov/medsun-medical-product-safety-network,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739400689838665,Nursing Care Simulator,General Medical Device Governance,MEDIUM_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM939f9f89f000ddfd0,Nursing Care Simulator Airway Pressure Detector,instrument-specific,https://www.fda.gov/medsun-medical-product-safety-network,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739400689838665,Nursing Care Simulator,General Medical Device Governance,MEDIUM_MANNEQUIN_PROCEDURE,CARDIOVASCULAR_HEMODYNAMIC,pmsr:/COM971ad1ad47c81e65e,Nursing Care Simulator Pulse Rate Detector,instrument-specific,https://www.fda.gov/medsun-medical-product-safety-network,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1740143878244085,Obstetric Simulator,Procedure Trainers and Skills Simulators,MEDIUM_MANNEQUIN_PROCEDURE,GENERAL_SIMULATION_OTHER,pmsr:/COM9211bdcfaf513cb3f,Obstetric Simulator Interaction Event Detector,instrument-specific,https://www.nascohealthcare.com/,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1740143878244085,Obstetric Simulator,Procedure Trainers and Skills Simulators,MEDIUM_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM9e04a1dac669f072d,Obstetric Simulator Airway Pressure Detector,instrument-specific,https://www.nascohealthcare.com/,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1740143878244085,Obstetric Simulator,Procedure Trainers and Skills Simulators,MEDIUM_MANNEQUIN_PROCEDURE,CARDIOVASCULAR_HEMODYNAMIC,pmsr:/COM925a48e7dda68b904,Obstetric Simulator Pulse Rate Detector,instrument-specific,https://www.nascohealthcare.com/,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739303333850795,Oncology Care Simulator,General Medical Device Governance,MEDIUM_MANNEQUIN_PROCEDURE,GENERAL_SIMULATION_OTHER,pmsr:/COM90e709ed6a7da646e,Oncology Care Simulator Interaction Event Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739303333850795,Oncology Care Simulator,General Medical Device Governance,MEDIUM_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM93b9e9e42e8ce92e6,Oncology Care Simulator Airway Pressure Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739303333850795,Oncology Care Simulator,General Medical Device Governance,MEDIUM_MANNEQUIN_PROCEDURE,CARDIOVASCULAR_HEMODYNAMIC,pmsr:/COM9c53e672a8d78deb3,Oncology Care Simulator Pulse Rate Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1740087575777435,Patient Monitor Simulator,Point-of-Care Ultrasound and Imaging,IMAGING_TABLE,IMAGING_ANATOMY_SPATIAL,pmsr:/COM9b822a8dca43f7a28,Patient Monitor Simulator Probe Contact Detector,instrument-specific,https://www.chison.com/hotproduct/handheld-ultrasound-for-pregnancy.html,https://www.chison.com/products/,https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739403291912375,Penis Foreskin Cleaning Simulator,Procedure Trainers and Skills Simulators,MEDIUM_MANNEQUIN_PROCEDURE,GENERAL_SIMULATION_OTHER,pmsr:/COM97c89c9d2cde68631,Penis Foreskin Cleaning Simulator Interaction Event Detector,instrument-specific,https://www.nascohealthcare.com/,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739403291912375,Penis Foreskin Cleaning Simulator,Procedure Trainers and Skills Simulators,MEDIUM_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM918a05fc72c184182,Penis Foreskin Cleaning Simulator Airway Pressure Detector,instrument-specific,https://www.nascohealthcare.com/,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739403291912375,Penis Foreskin Cleaning Simulator,Procedure Trainers and Skills Simulators,MEDIUM_MANNEQUIN_PROCEDURE,CARDIOVASCULAR_HEMODYNAMIC,pmsr:/COM999e6b74ad426b84a,Penis Foreskin Cleaning Simulator Pulse Rate Detector,instrument-specific,https://www.nascohealthcare.com/,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:PhysicalMedicalDevice,Physical Medical Device,General Medical Device Governance,IMAGING_TABLE,GENERAL_SIMULATION_OTHER,pmsr:/COM9a4199a3313088feb,Physical Medical Device Interaction Event Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:PhysicalMedicalSimulator,Physical Medical Simulator,General Medical Device Governance,MEDIUM_MANNEQUIN_PROCEDURE,GENERAL_SIMULATION_OTHER,pmsr:/COM9b741683b72ff4fa2,Physical Medical Simulator Interaction Event Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:PhysicalMedicalSimulator,Physical Medical Simulator,General Medical Device Governance,MEDIUM_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM95c4a75e30c75e1aa,Physical Medical Simulator Airway Pressure Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:PhysicalMedicalSimulator,Physical Medical Simulator,General Medical Device Governance,MEDIUM_MANNEQUIN_PROCEDURE,CARDIOVASCULAR_HEMODYNAMIC,pmsr:/COM923ddc02274376cdc,Physical Medical Simulator Pulse Rate Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1740087239872215,Physiology Simulator,General Medical Device Governance,HIGH_MANNEQUIN_PROCEDURE,GENERAL_SIMULATION_OTHER,pmsr:/COM9f99b2da1d59bd55b,Physiology Simulator Interaction Event Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1740087239872215,Physiology Simulator,General Medical Device Governance,HIGH_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM9a9a6e9a8710e2cb9,Physiology Simulator Airway Pressure Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1740087239872215,Physiology Simulator,General Medical Device Governance,HIGH_MANNEQUIN_PROCEDURE,CARDIOVASCULAR_HEMODYNAMIC,pmsr:/COM9e7c6cc62336d18c6,Physiology Simulator Pulse Rate Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1740087239872215,Physiology Simulator,General Medical Device Governance,HIGH_MANNEQUIN_PROCEDURE,PROCEDURAL_FORCE_PRESSURE,pmsr:/COM957cf3d8474c588fd,Physiology Simulator Applied Force Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1740087239872215,Physiology Simulator,General Medical Device Governance,HIGH_MANNEQUIN_PROCEDURE,IV_VASCULAR_ACCESS,pmsr:/COM9c759747a6ba22969,Physiology Simulator Venous Flashback Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1740087239872215,Physiology Simulator,General Medical Device Governance,HIGH_MANNEQUIN_PROCEDURE,GENERAL_SIMULATION_OTHER,pmsr:/COM938d35794baf4ab2b,Physiology Simulator Procedure Completion Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1740087239872215,Physiology Simulator,General Medical Device Governance,HIGH_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM941813946dd51cd70,Physiology Simulator Ventilation Flow Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739453043505715,Pitting Edema Simulator,General Medical Device Governance,HIGH_MANNEQUIN_PROCEDURE,EDEMA_TISSUE_VOLUME,pmsr:/COM9a9d0c914b9c1e390,Pitting Edema Simulator Tissue Volume Change Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739453043505715,Pitting Edema Simulator,General Medical Device Governance,HIGH_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM9869a4fef13b85b62,Pitting Edema Simulator Airway Pressure Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739453043505715,Pitting Edema Simulator,General Medical Device Governance,HIGH_MANNEQUIN_PROCEDURE,CARDIOVASCULAR_HEMODYNAMIC,pmsr:/COM9920ff090bcb5fc27,Pitting Edema Simulator Pulse Rate Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739453043505715,Pitting Edema Simulator,General Medical Device Governance,HIGH_MANNEQUIN_PROCEDURE,PROCEDURAL_FORCE_PRESSURE,pmsr:/COM9cc2d79d9495e4c88,Pitting Edema Simulator Applied Force Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739453043505715,Pitting Edema Simulator,General Medical Device Governance,HIGH_MANNEQUIN_PROCEDURE,IV_VASCULAR_ACCESS,pmsr:/COM9c3a174fdf7597f7e,Pitting Edema Simulator Venous Flashback Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739453043505715,Pitting Edema Simulator,General Medical Device Governance,HIGH_MANNEQUIN_PROCEDURE,EDEMA_TISSUE_VOLUME,pmsr:/COM9969e8e13de7fc6ab,Pitting Edema Simulator Pitting Response Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739453043505715,Pitting Edema Simulator,General Medical Device Governance,HIGH_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM9cbb5fd1cf5e3d7d0,Pitting Edema Simulator Ventilation Flow Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739288566447555,Portable Ultrasound,Point-of-Care Ultrasound and Imaging,IMAGING_TABLE,IMAGING_ANATOMY_SPATIAL,pmsr:/COM975afe54717c43b69,Portable Ultrasound Probe Contact Detector,instrument-specific,https://www.chison.com/products/,https://www.chison.com/products/,https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739392122823235,Procedure Simulator,General Medical Device Governance,MEDIUM_MANNEQUIN_PROCEDURE,GENERAL_SIMULATION_OTHER,pmsr:/COM91c57557a339ede98,Procedure Simulator Interaction Event Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739392122823235,Procedure Simulator,General Medical Device Governance,MEDIUM_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM95604e122a9877b59,Procedure Simulator Airway Pressure Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739392122823235,Procedure Simulator,General Medical Device Governance,MEDIUM_MANNEQUIN_PROCEDURE,CARDIOVASCULAR_HEMODYNAMIC,pmsr:/COM910d7dc56987bb508,Procedure Simulator Pulse Rate Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739482671461295,Prostate Model,Procedure Trainers and Skills Simulators,HIGH_MANNEQUIN_PROCEDURE,SOFTWARE_WORKFLOW_STATE,pmsr:/COM942bf8e4896b84caa,Prostate Model Scenario State Detector,instrument-specific,https://www.nascohealthcare.com/,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739482671461295,Prostate Model,Procedure Trainers and Skills Simulators,HIGH_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM91c7e3ff99239f637,Prostate Model Airway Pressure Detector,instrument-specific,https://www.nascohealthcare.com/,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739482671461295,Prostate Model,Procedure Trainers and Skills Simulators,HIGH_MANNEQUIN_PROCEDURE,CARDIOVASCULAR_HEMODYNAMIC,pmsr:/COM9c9ff8d56f8d7cbdd,Prostate Model Pulse Rate Detector,instrument-specific,https://www.nascohealthcare.com/,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739482671461295,Prostate Model,Procedure Trainers and Skills Simulators,HIGH_MANNEQUIN_PROCEDURE,PROCEDURAL_FORCE_PRESSURE,pmsr:/COM99b366402d63f7fa5,Prostate Model Applied Force Detector,instrument-specific,https://www.nascohealthcare.com/,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739482671461295,Prostate Model,Procedure Trainers and Skills Simulators,HIGH_MANNEQUIN_PROCEDURE,IV_VASCULAR_ACCESS,pmsr:/COM9541cc6c9e3e47ee6,Prostate Model Venous Flashback Detector,instrument-specific,https://www.nascohealthcare.com/,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739482671461295,Prostate Model,Procedure Trainers and Skills Simulators,HIGH_MANNEQUIN_PROCEDURE,SOFTWARE_WORKFLOW_STATE,pmsr:/COM9571e850a06f3d647,Prostate Model Action Sequence Detector,instrument-specific,https://www.nascohealthcare.com/,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739482671461295,Prostate Model,Procedure Trainers and Skills Simulators,HIGH_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM98f3ff67643f45204,Prostate Model Ventilation Flow Detector,instrument-specific,https://www.nascohealthcare.com/,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739287640585765,Rectal Examination Simulator,Procedure Trainers and Skills Simulators,HIGH_MANNEQUIN_PROCEDURE,GENERAL_SIMULATION_OTHER,pmsr:/COM91180336174bbf453,Rectal Examination Simulator Interaction Event Detector,instrument-specific,https://www.nascohealthcare.com/news-and-events/local-events-news/,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739287640585765,Rectal Examination Simulator,Procedure Trainers and Skills Simulators,HIGH_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM96cc002757e56c4f0,Rectal Examination Simulator Airway Pressure Detector,instrument-specific,https://www.nascohealthcare.com/news-and-events/local-events-news/,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739287640585765,Rectal Examination Simulator,Procedure Trainers and Skills Simulators,HIGH_MANNEQUIN_PROCEDURE,CARDIOVASCULAR_HEMODYNAMIC,pmsr:/COM98b4114bfe542f34f,Rectal Examination Simulator Pulse Rate Detector,instrument-specific,https://www.nascohealthcare.com/news-and-events/local-events-news/,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739287640585765,Rectal Examination Simulator,Procedure Trainers and Skills Simulators,HIGH_MANNEQUIN_PROCEDURE,PROCEDURAL_FORCE_PRESSURE,pmsr:/COM9b0f7b6492897059a,Rectal Examination Simulator Applied Force Detector,instrument-specific,https://www.nascohealthcare.com/news-and-events/local-events-news/,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
