instrument_uri,instrument_label,component_uri,component_label,component_kind,quality_grade,primary_domain,secondary_domain,doc_family,primary_doc_url,secondary_doc_url,remediation_priority,recommendation
pmsr:/INS1739878730369725,Body Interact Simulator,pmsr:/COM1786054978466212000,Body Interact Simulator Actuator,actuator,Q3_VENDOR_PLUS_GOVERNANCE,support.bodyinteract.com,ssih.org,Virtual Patient and Digital Simulation,https://support.bodyinteract.com/,https://www.ssih.org/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739878788687655,Sophia Body Interact AI Assistant,pmsr:/COM1786054978467268000,Sophia Body Interact AI Assistant Detector,detector,Q3_VENDOR_PLUS_GOVERNANCE,support.bodyinteract.com,ssih.org,Virtual Patient and Digital Simulation,https://support.bodyinteract.com/,https://www.ssih.org/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739878788687655,Sophia Body Interact AI Assistant,pmsr:/COM1786054978467273000,Sophia Body Interact AI Assistant Actuator,actuator,Q3_VENDOR_PLUS_GOVERNANCE,support.bodyinteract.com,ssih.org,Virtual Patient and Digital Simulation,https://support.bodyinteract.com/,https://www.ssih.org/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1739879206550705,Cancer Patient Simulator,pmsr:/COM1786054978466282000,Cancer Patient Simulator Detector,detector,Q1_GENERIC_GOVERNANCE_ONLY,fda.gov,iso.org,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,P1_HIGH,"Replace or complement with vendor/model-specific manual, IFU, or datasheet."
pmsr:/INS1739879206550705,Cancer Patient Simulator,pmsr:/COM1786054978466286000,Cancer Patient Simulator Actuator,actuator,Q1_GENERIC_GOVERNANCE_ONLY,fda.gov,iso.org,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,P1_HIGH,"Replace or complement with vendor/model-specific manual, IFU, or datasheet."
pmsr:/INS1740087239872215,Physiology Simulator,pmsr:/COM1786054978467041000,Physiology Simulator Detector,detector,Q1_GENERIC_GOVERNANCE_ONLY,fda.gov,iso.org,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,P1_HIGH,"Replace or complement with vendor/model-specific manual, IFU, or datasheet."
pmsr:/INS1740087239872215,Physiology Simulator,pmsr:/COM1786054978467045000,Physiology Simulator Actuator,actuator,Q1_GENERIC_GOVERNANCE_ONLY,fda.gov,iso.org,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,P1_HIGH,"Replace or complement with vendor/model-specific manual, IFU, or datasheet."
pmsr:/INS1740087575777435,Patient Monitor Simulator,pmsr:/COM1786054978466941000,Patient Monitor Simulator Detector,detector,Q3_VENDOR_PLUS_GOVERNANCE,support.butterflynetwork.com,who.int,Point-of-Care Ultrasound and Imaging,https://support.butterflynetwork.com/hc/en-us,https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1740087575777435,Patient Monitor Simulator,pmsr:/COM1786054978466953000,Patient Monitor Simulator Actuator,actuator,Q3_VENDOR_PLUS_GOVERNANCE,support.butterflynetwork.com,who.int,Point-of-Care Ultrasound and Imaging,https://support.butterflynetwork.com/hc/en-us,https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1740143777940835,Male Examination Mannequin,pmsr:/COM1786054978466727000,Male Examination Mannequin Detector,detector,Q2_VENDOR_FAMILY_SPECIFIC,laerdal.force.com,cpr.heart.org,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1740143777940835,Male Examination Mannequin,pmsr:/COM1786054978466731000,Male Examination Mannequin Actuator,actuator,Q2_VENDOR_FAMILY_SPECIFIC,laerdal.force.com,cpr.heart.org,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1740143878244085,Obstetric Simulator,pmsr:/COM1786054978466898000,Obstetric Simulator Detector,detector,Q3_VENDOR_PLUS_GOVERNANCE,limbsandthings.com,cdc.gov,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:/INS1740143878244085,Obstetric Simulator,pmsr:/COM1786054978466903000,Obstetric Simulator Actuator,actuator,Q3_VENDOR_PLUS_GOVERNANCE,limbsandthings.com,cdc.gov,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:PhysicalMedicalDevice,Physical Medical Device,pmsr:/COM1786054978466995000,Physical Medical Device Detector,detector,Q1_GENERIC_GOVERNANCE_ONLY,fda.gov,iso.org,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,P1_HIGH,"Replace or complement with vendor/model-specific manual, IFU, or datasheet."
pmsr:PhysicalMedicalDevice,Physical Medical Device,pmsr:/COM1786054978466999000,Physical Medical Device Actuator,actuator,Q1_GENERIC_GOVERNANCE_ONLY,fda.gov,iso.org,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,P1_HIGH,"Replace or complement with vendor/model-specific manual, IFU, or datasheet."
pmsr:PhysicalMedicalSimulator,Physical Medical Simulator,pmsr:/COM1786054978467018000,Physical Medical Simulator Detector,detector,Q1_GENERIC_GOVERNANCE_ONLY,fda.gov,iso.org,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,P1_HIGH,"Replace or complement with vendor/model-specific manual, IFU, or datasheet."
pmsr:PhysicalMedicalSimulator,Physical Medical Simulator,pmsr:/COM1786054978467023000,Physical Medical Simulator Actuator,actuator,Q1_GENERIC_GOVERNANCE_ONLY,fda.gov,iso.org,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,P1_HIGH,"Replace or complement with vendor/model-specific manual, IFU, or datasheet."
pmsr:VirtualMedicalSimulator,Virtual Medical Simulator,pmsr:/COM1786054978467484000,Virtual Medical Simulator Detector,detector,Q3_VENDOR_PLUS_GOVERNANCE,support.bodyinteract.com,ssih.org,Virtual Patient and Digital Simulation,https://support.bodyinteract.com/,https://www.ssih.org/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
pmsr:VirtualMedicalSimulator,Virtual Medical Simulator,pmsr:/COM1786054978467488000,Virtual Medical Simulator Actuator,actuator,Q3_VENDOR_PLUS_GOVERNANCE,support.bodyinteract.com,ssih.org,Virtual Patient and Digital Simulation,https://support.bodyinteract.com/,https://www.ssih.org/,P3_NONE,No immediate action required; optionally add direct model manual PDF.
