hasURI,hasco:hascoType,rdf:type,rdfs:label,vstoi:hasComponentStem,vstoi:hasCodebook,vstoi:isAttributeOf,hasco:hasWebDocument
pmsr:/COM978fc96aff163d1e0,vstoi:Component,pmsr:/CSM9eef47d93782e8659,ResusciAnne DAE Simulator Applied Force Detector,pmsr:/CSM9eef47d93782e8659,pmsr:/CBK1786054978465925000,pmsr:/INS1739392275798255,https://laerdal.com/us/products/simulation-training/
pmsr:/COM9caaedbf5138894bd,vstoi:Component,pmsr:/CSM92a907116b65a6421,ResusciAnne DAE Simulator Venous Flashback Detector,pmsr:/CSM92a907116b65a6421,pmsr:/CBK1786054978465925000,pmsr:/INS1739392275798255,https://laerdal.com/us/products/simulation-training/
pmsr:/COM9816d24c0c74717d4,vstoi:Component,pmsr:/CSM981edf5392a6f27fd,ResusciAnne DAE Simulator ECG Rhythm Detector,pmsr:/CSM981edf5392a6f27fd,pmsr:/CBK1786054978465925000,pmsr:/INS1739392275798255,https://laerdal.com/us/products/simulation-training/
pmsr:/COM982078f1834da2585,vstoi:Component,pmsr:/CSM9ca21cc356a61f785,ResusciAnne DAE Simulator Ventilation Flow Detector,pmsr:/CSM9ca21cc356a61f785,pmsr:/CBK1786054978465925000,pmsr:/INS1739392275798255,https://laerdal.com/us/products/simulation-training/
pmsr:/COM9d29656bc6a4d0a1a,vstoi:Component,pmsr:/CSM90642fc1e1aee4994,ResusciAnne DAE Simulator Compression Depth Detector,pmsr:/CSM90642fc1e1aee4994,pmsr:/CBK1786054978465925000,pmsr:/INS1739392275798255,https://laerdal.com/us/products/simulation-training/
pmsr:/COM9619086d7bbcc9226,vstoi:Component,pmsr:/CSM970e177f672efb738,SimSleeves Lymphedema Simulator Tissue Volume Change Detector,pmsr:/CSM970e177f672efb738,pmsr:/CBK1786054978465925000,pmsr:/INS1739452868256965,https://www.iso.org/standard/72704.html
pmsr:/COM99a70c66f3516daf8,vstoi:Component,pmsr:/CSM9f551c77639710ca2,SimSleeves Lymphedema Simulator Airway Pressure Detector,pmsr:/CSM9f551c77639710ca2,pmsr:/CBK1786054978465925000,pmsr:/INS1739452868256965,https://www.iso.org/standard/72704.html
pmsr:/COM91cf267dc92161336,vstoi:Component,pmsr:/CSM98d97a1033f13e939,SimSleeves Lymphedema Simulator Pulse Rate Detector,pmsr:/CSM98d97a1033f13e939,pmsr:/CBK1786054978465925000,pmsr:/INS1739452868256965,https://www.iso.org/standard/72704.html
pmsr:/COM9f5958f6ad98f1a7c,vstoi:Component,pmsr:/CSM9d44ac266b93ce6ac,SimSleeves Lymphedema Simulator Applied Force Detector,pmsr:/CSM9d44ac266b93ce6ac,pmsr:/CBK1786054978465925000,pmsr:/INS1739452868256965,https://www.iso.org/standard/72704.html
pmsr:/COM9d8c291695893b5e6,vstoi:Component,pmsr:/CSM940c7418cb5f9240a,SimSleeves Lymphedema Simulator Venous Flashback Detector,pmsr:/CSM940c7418cb5f9240a,pmsr:/CBK1786054978465925000,pmsr:/INS1739452868256965,https://www.iso.org/standard/72704.html
pmsr:/COM9cfc99b1c5027da1a,vstoi:Component,pmsr:/CSM9bcbdcf8e0bc0db2b,SimSleeves Lymphedema Simulator Pitting Response Detector,pmsr:/CSM9bcbdcf8e0bc0db2b,pmsr:/CBK1786054978465925000,pmsr:/INS1739452868256965,https://www.iso.org/standard/72704.html
pmsr:/COM97edd30ae5b4d72f6,vstoi:Component,pmsr:/CSM96b320f97e27f4764,SimSleeves Lymphedema Simulator Ventilation Flow Detector,pmsr:/CSM96b320f97e27f4764,pmsr:/CBK1786054978465925000,pmsr:/INS1739452868256965,https://www.iso.org/standard/72704.html
pmsr:/COM9a01236aef7b529fc,vstoi:Component,pmsr:/CSM91ef4ad67a7627dcd,Skin Care Procedure Simulator Interaction Event Detector,pmsr:/CSM91ef4ad67a7627dcd,pmsr:/CBK1786054978465925000,pmsr:/INS1739452783104705,https://www.iso.org/standard/72704.html
pmsr:/COM91894acc6f27faaa5,vstoi:Component,pmsr:/CSM927cb7a467a83506d,Skin Care Procedure Simulator Airway Pressure Detector,pmsr:/CSM927cb7a467a83506d,pmsr:/CBK1786054978465925000,pmsr:/INS1739452783104705,https://www.iso.org/standard/72704.html
pmsr:/COM90337644b97730531,vstoi:Component,pmsr:/CSM9f65ab25189368d12,Skin Care Procedure Simulator Pulse Rate Detector,pmsr:/CSM9f65ab25189368d12,pmsr:/CBK1786054978465925000,pmsr:/INS1739452783104705,https://www.iso.org/standard/72704.html
pmsr:/COM9c287c422efac4ec7,vstoi:Component,pmsr:/CSM9fbb441c6b88f2464,Stomach Bag Maintenance Simulator Airway Pressure Detector,pmsr:/CSM9fbb441c6b88f2464,pmsr:/CBK1786054978465925000,pmsr:/INS1739401836683455,https://www.nascohealthcare.com/online-orders-terms-and-conditions-of-sale/
pmsr:/COM9e085978ccb06b563,vstoi:Component,pmsr:/CSM9cb41942b4825052c,Stomach Bag Maintenance Simulator Pulse Rate Detector,pmsr:/CSM9cb41942b4825052c,pmsr:/CBK1786054978465925000,pmsr:/INS1739401836683455,https://www.nascohealthcare.com/online-orders-terms-and-conditions-of-sale/
pmsr:/COM955935d04dca458a5,vstoi:Component,pmsr:/CSM9bd1d9973366ea913,Stomach Bag Maintenance Simulator Applied Force Detector,pmsr:/CSM9bd1d9973366ea913,pmsr:/CBK1786054978465925000,pmsr:/INS1739401836683455,https://www.nascohealthcare.com/online-orders-terms-and-conditions-of-sale/
pmsr:/COM9890c704291e28d1f,vstoi:Component,pmsr:/CSM9eef767fa1ace4b30,Suture Simulator Interaction Event Detector,pmsr:/CSM9eef767fa1ace4b30,pmsr:/CBK1786054978465925000,pmsr:/INS1739301891301765,https://www.nascohealthcare.com/
pmsr:/COM959ccc3368e3f5620,vstoi:Component,pmsr:/CSM9805cfefdfc305f4c,Suture Simulator Airway Pressure Detector,pmsr:/CSM9805cfefdfc305f4c,pmsr:/CBK1786054978465925000,pmsr:/INS1739301891301765,https://www.nascohealthcare.com/
pmsr:/COM9345ec3757a135c9d,vstoi:Component,pmsr:/CSM94b561a1318f2ade7,Suture Simulator Pulse Rate Detector,pmsr:/CSM94b561a1318f2ade7,pmsr:/CBK1786054978465925000,pmsr:/INS1739301891301765,https://www.nascohealthcare.com/
pmsr:/COM9588e6e7b70b89a74,vstoi:Component,pmsr:/CSM909e25e328b7471c1,Ultrasound Probe Contact Detector,pmsr:/CSM909e25e328b7471c1,pmsr:/CBK1786054978465925000,pmsr:/INS1739288428472235,https://www.chison.com/products/
pmsr:/COM9426af93ae62fab70,vstoi:Component,pmsr:/CSM937926949086cb038,Urine Bag Maintenance Simulator Interaction Event Detector,pmsr:/CSM937926949086cb038,pmsr:/CBK1786054978465925000,pmsr:/INS1739401657491675,https://www.nascohealthcare.com/online-orders-terms-and-conditions-of-sale/
pmsr:/COM980e56f22300513df,vstoi:Component,pmsr:/CSM995323565f87c525c,Urine Bag Maintenance Simulator Airway Pressure Detector,pmsr:/CSM995323565f87c525c,pmsr:/CBK1786054978465925000,pmsr:/INS1739401657491675,https://www.nascohealthcare.com/online-orders-terms-and-conditions-of-sale/
pmsr:/COM96422618712037a36,vstoi:Component,pmsr:/CSM9d429633dc9589f8c,Urine Bag Maintenance Simulator Pulse Rate Detector,pmsr:/CSM9d429633dc9589f8c,pmsr:/CBK1786054978465925000,pmsr:/INS1739401657491675,https://www.nascohealthcare.com/online-orders-terms-and-conditions-of-sale/
pmsr:/COM966811d1a69c6d18e,vstoi:Component,pmsr:/CSM972f3a976185f5c65,Vaginal Medicine Administration Simulator Interaction Event Detector,pmsr:/CSM972f3a976185f5c65,pmsr:/CBK1786054978465925000,pmsr:/INS1739402585415785,https://www.fda.gov/medsun-medical-product-safety-network
pmsr:/COM998c1e25534301edf,vstoi:Component,pmsr:/CSM92f05ea5ce25ca832,Vaginal Medicine Administration Simulator Airway Pressure Detector,pmsr:/CSM92f05ea5ce25ca832,pmsr:/CBK1786054978465925000,pmsr:/INS1739402585415785,https://www.fda.gov/medsun-medical-product-safety-network
pmsr:/COM92c9f95202c7e7c2b,vstoi:Component,pmsr:/CSM9e9cb4423cdba39d8,Vaginal Medicine Administration Simulator Pulse Rate Detector,pmsr:/CSM9e9cb4423cdba39d8,pmsr:/CBK1786054978465925000,pmsr:/INS1739402585415785,https://www.fda.gov/medsun-medical-product-safety-network
pmsr:/COM9f6f9ae07599d51ff,vstoi:Component,pmsr:/CSM93df49a845b11800f,Vascular Access Simulator Interaction Event Detector,pmsr:/CSM93df49a845b11800f,pmsr:/CBK1786054978465925000,pmsr:/INS1739302175458785,https://limbsandthings.com/us/support/
pmsr:/COM9a1ebe275b2fdc00c,vstoi:Component,pmsr:/CSM96c74846f2a7b0826,Vascular Access Simulator Airway Pressure Detector,pmsr:/CSM96c74846f2a7b0826,pmsr:/CBK1786054978465925000,pmsr:/INS1739302175458785,https://limbsandthings.com/us/support/
pmsr:/COM98c0899e98cf33fab,vstoi:Component,pmsr:/CSM9cec0ffc160acf3e2,Vascular Access Simulator Pulse Rate Detector,pmsr:/CSM9cec0ffc160acf3e2,pmsr:/CBK1786054978465925000,pmsr:/INS1739302175458785,https://limbsandthings.com/us/support/
pmsr:/COM926891c43f0462ad6,vstoi:Component,pmsr:/CSM9c78002565c4fabf7,Vascular Access Ultrasound Simulator Probe Contact Detector,pmsr:/CSM9c78002565c4fabf7,pmsr:/CBK1786054978465925000,pmsr:/INS1739288297796655,https://www.chison.com/products/
pmsr:/COM96138da5794e7bc8b,vstoi:Component,pmsr:/CSM9d43299d54e549085,Ventilator Care Simulator Venous Flashback Detector,pmsr:/CSM9d43299d54e549085,pmsr:/CBK1786054978465925000,pmsr:/INS1739303008518495,https://www.iso.org/standard/72704.html
pmsr:/COM95ba0875fb0e99ffa,vstoi:Component,pmsr:/CSM941d8f17c12987daf,Ventilator Care Simulator Airway Pressure Detector,pmsr:/CSM941d8f17c12987daf,pmsr:/CBK1786054978465925000,pmsr:/INS1739303008518495,https://www.iso.org/standard/72704.html
pmsr:/COM9b55943467355f1e1,vstoi:Component,pmsr:/CSM9a91c686601b69439,Ventilator Care Simulator Pulse Rate Detector,pmsr:/CSM9a91c686601b69439,pmsr:/CBK1786054978465925000,pmsr:/INS1739303008518495,https://www.iso.org/standard/72704.html
