componentInstanceURI,componentStemURI,instrumentSlotURI,slotNumber,instrumentInstanceURI,instrumentLabel,componentEvidenceName,inferenceSource,oldLabel,newLabel
pmsr:CPI7738608503676,pmsr:/COM17860549784666900,pmsr:/INS1739401557396065/CTS/0002,0002,pmsr:INI1784603367556,Manequim palpação mamária SN:070074,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Manequim palpação mamária SN:070074,Primary response actuator for simulator state control
pmsr:CPI6954719119913,pmsr:/COM910d4690710b30eb0,pmsr:/INS1739401557396065/CTS/0003,0003,pmsr:INI1784603367556,Manequim palpação mamária SN:070074,Laerdal Nursing Care Simulator Interaction Event Detector,component-evidence-name,Simulation support component for Manequim palpação mamária SN:070074,Interaction event detector for tracking learner actions for Manequim palpação mamária SN:070074
pmsr:CPI1211484892024,pmsr:/COM955d3a5f5fbdd4dab,pmsr:/INS1739401557396065/CTS/0004,0004,pmsr:INI1784603367556,Manequim palpação mamária SN:070074,Laerdal Nursing Care Simulator Airway Pressure Detector,component-evidence-name,Simulation support component for Manequim palpação mamária SN:070074,Airway pressure detector for monitoring ventilation pressure for Manequim palpação mamária SN:070074
pmsr:CPI3612140539592,pmsr:/COM96125411c0510a231,pmsr:/INS1739401557396065/CTS/0005,0005,pmsr:INI1784603367556,Manequim palpação mamária SN:070074,Laerdal Nursing Care Simulator Pulse Rate Detector,component-evidence-name,Simulation support component for Manequim palpação mamária SN:070074,Pulse rate detector for monitoring cardiovascular response for Manequim palpação mamária SN:070074
pmsr:CPI7904208531913,pmsr:/COM17860549784666840,pmsr:/INS1739401557396065/CTS/0001,0001,pmsr:INI1784603367558,Manequim palpação mamária SN:070075,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Manequim palpação mamária SN:070075,Primary state detector for simulator condition monitoring
pmsr:CPI8297169273308,pmsr:/COM17860549784666900,pmsr:/INS1739401557396065/CTS/0002,0002,pmsr:INI1784603367558,Manequim palpação mamária SN:070075,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Manequim palpação mamária SN:070075,Primary response actuator for simulator state control
pmsr:CPI5126615092865,pmsr:/COM910d4690710b30eb0,pmsr:/INS1739401557396065/CTS/0003,0003,pmsr:INI1784603367558,Manequim palpação mamária SN:070075,Laerdal Nursing Care Simulator Interaction Event Detector,component-evidence-name,Simulation support component for Manequim palpação mamária SN:070075,Interaction event detector for tracking learner actions for Manequim palpação mamária SN:070075
pmsr:CPI4842880984759,pmsr:/COM955d3a5f5fbdd4dab,pmsr:/INS1739401557396065/CTS/0004,0004,pmsr:INI1784603367558,Manequim palpação mamária SN:070075,Laerdal Nursing Care Simulator Airway Pressure Detector,component-evidence-name,Simulation support component for Manequim palpação mamária SN:070075,Airway pressure detector for monitoring ventilation pressure for Manequim palpação mamária SN:070075
pmsr:CPI6920851897290,pmsr:/COM96125411c0510a231,pmsr:/INS1739401557396065/CTS/0005,0005,pmsr:INI1784603367558,Manequim palpação mamária SN:070075,Laerdal Nursing Care Simulator Pulse Rate Detector,component-evidence-name,Simulation support component for Manequim palpação mamária SN:070075,Pulse rate detector for monitoring cardiovascular response for Manequim palpação mamária SN:070075
pmsr:CPI7519750348034,pmsr:/COM17860549784666840,pmsr:/INS1739401557396065/CTS/0001,0001,pmsr:INI1784603367559,Manequim palpação mamária SN:070076,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Manequim palpação mamária SN:070076,Primary state detector for simulator condition monitoring
pmsr:CPI3621919457051,pmsr:/COM17860549784666900,pmsr:/INS1739401557396065/CTS/0002,0002,pmsr:INI1784603367559,Manequim palpação mamária SN:070076,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Manequim palpação mamária SN:070076,Primary response actuator for simulator state control
pmsr:CPI5315180951163,pmsr:/COM910d4690710b30eb0,pmsr:/INS1739401557396065/CTS/0003,0003,pmsr:INI1784603367559,Manequim palpação mamária SN:070076,Laerdal Nursing Care Simulator Interaction Event Detector,component-evidence-name,Simulation support component for Manequim palpação mamária SN:070076,Interaction event detector for tracking learner actions for Manequim palpação mamária SN:070076
pmsr:CPI7601229670987,pmsr:/COM955d3a5f5fbdd4dab,pmsr:/INS1739401557396065/CTS/0004,0004,pmsr:INI1784603367559,Manequim palpação mamária SN:070076,Laerdal Nursing Care Simulator Airway Pressure Detector,component-evidence-name,Simulation support component for Manequim palpação mamária SN:070076,Airway pressure detector for monitoring ventilation pressure for Manequim palpação mamária SN:070076
pmsr:CPI3212857099081,pmsr:/COM96125411c0510a231,pmsr:/INS1739401557396065/CTS/0005,0005,pmsr:INI1784603367559,Manequim palpação mamária SN:070076,Laerdal Nursing Care Simulator Pulse Rate Detector,component-evidence-name,Simulation support component for Manequim palpação mamária SN:070076,Pulse rate detector for monitoring cardiovascular response for Manequim palpação mamária SN:070076
pmsr:CPI3170814500188,pmsr:/COM17860549784666840,pmsr:/INS1739401557396065/CTS/0001,0001,pmsr:INI1784603367561,Manequim palpação mamária SN:070077,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Manequim palpação mamária SN:070077,Primary state detector for simulator condition monitoring
pmsr:CPI2208533728943,pmsr:/COM17860549784666900,pmsr:/INS1739401557396065/CTS/0002,0002,pmsr:INI1784603367561,Manequim palpação mamária SN:070077,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Manequim palpação mamária SN:070077,Primary response actuator for simulator state control
pmsr:CPI9535475403977,pmsr:/COM910d4690710b30eb0,pmsr:/INS1739401557396065/CTS/0003,0003,pmsr:INI1784603367561,Manequim palpação mamária SN:070077,Laerdal Nursing Care Simulator Interaction Event Detector,component-evidence-name,Simulation support component for Manequim palpação mamária SN:070077,Interaction event detector for tracking learner actions for Manequim palpação mamária SN:070077
pmsr:CPI3303936979169,pmsr:/COM955d3a5f5fbdd4dab,pmsr:/INS1739401557396065/CTS/0004,0004,pmsr:INI1784603367561,Manequim palpação mamária SN:070077,Laerdal Nursing Care Simulator Airway Pressure Detector,component-evidence-name,Simulation support component for Manequim palpação mamária SN:070077,Airway pressure detector for monitoring ventilation pressure for Manequim palpação mamária SN:070077
pmsr:CPI8456206504447,pmsr:/COM96125411c0510a231,pmsr:/INS1739401557396065/CTS/0005,0005,pmsr:INI1784603367561,Manequim palpação mamária SN:070077,Laerdal Nursing Care Simulator Pulse Rate Detector,component-evidence-name,Simulation support component for Manequim palpação mamária SN:070077,Pulse rate detector for monitoring cardiovascular response for Manequim palpação mamária SN:070077
pmsr:CPI3590354483927,pmsr:/COM17860549784666840,pmsr:/INS1739401557396065/CTS/0001,0001,pmsr:INI1784603367562,Manequim palpação mamária SN:070078,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Manequim palpação mamária SN:070078,Primary state detector for simulator condition monitoring
pmsr:CPI3084636401824,pmsr:/COM17860549784666900,pmsr:/INS1739401557396065/CTS/0002,0002,pmsr:INI1784603367562,Manequim palpação mamária SN:070078,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Manequim palpação mamária SN:070078,Primary response actuator for simulator state control
pmsr:CPI8282189168005,pmsr:/COM910d4690710b30eb0,pmsr:/INS1739401557396065/CTS/0003,0003,pmsr:INI1784603367562,Manequim palpação mamária SN:070078,Laerdal Nursing Care Simulator Interaction Event Detector,component-evidence-name,Simulation support component for Manequim palpação mamária SN:070078,Interaction event detector for tracking learner actions for Manequim palpação mamária SN:070078
pmsr:CPI6039250245569,pmsr:/COM955d3a5f5fbdd4dab,pmsr:/INS1739401557396065/CTS/0004,0004,pmsr:INI1784603367562,Manequim palpação mamária SN:070078,Laerdal Nursing Care Simulator Airway Pressure Detector,component-evidence-name,Simulation support component for Manequim palpação mamária SN:070078,Airway pressure detector for monitoring ventilation pressure for Manequim palpação mamária SN:070078
pmsr:CPI4122619193892,pmsr:/COM96125411c0510a231,pmsr:/INS1739401557396065/CTS/0005,0005,pmsr:INI1784603367562,Manequim palpação mamária SN:070078,Laerdal Nursing Care Simulator Pulse Rate Detector,component-evidence-name,Simulation support component for Manequim palpação mamária SN:070078,Pulse rate detector for monitoring cardiovascular response for Manequim palpação mamária SN:070078
pmsr:CPI2811370249894,pmsr:/COM17860549784666840,pmsr:/INS1739401557396065/CTS/0001,0001,pmsr:INI1784603367563,Manequim palpação mamária SN:070079,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Manequim palpação mamária SN:070079,Primary state detector for simulator condition monitoring
pmsr:CPI5915214411558,pmsr:/COM17860549784666900,pmsr:/INS1739401557396065/CTS/0002,0002,pmsr:INI1784603367563,Manequim palpação mamária SN:070079,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Manequim palpação mamária SN:070079,Primary response actuator for simulator state control
pmsr:CPI8611703451102,pmsr:/COM910d4690710b30eb0,pmsr:/INS1739401557396065/CTS/0003,0003,pmsr:INI1784603367563,Manequim palpação mamária SN:070079,Laerdal Nursing Care Simulator Interaction Event Detector,component-evidence-name,Simulation support component for Manequim palpação mamária SN:070079,Interaction event detector for tracking learner actions for Manequim palpação mamária SN:070079
pmsr:CPI4315355992770,pmsr:/COM955d3a5f5fbdd4dab,pmsr:/INS1739401557396065/CTS/0004,0004,pmsr:INI1784603367563,Manequim palpação mamária SN:070079,Laerdal Nursing Care Simulator Airway Pressure Detector,component-evidence-name,Simulation support component for Manequim palpação mamária SN:070079,Airway pressure detector for monitoring ventilation pressure for Manequim palpação mamária SN:070079
pmsr:CPI8787971305606,pmsr:/COM96125411c0510a231,pmsr:/INS1739401557396065/CTS/0005,0005,pmsr:INI1784603367563,Manequim palpação mamária SN:070079,Laerdal Nursing Care Simulator Pulse Rate Detector,component-evidence-name,Simulation support component for Manequim palpação mamária SN:070079,Pulse rate detector for monitoring cardiovascular response for Manequim palpação mamária SN:070079
pmsr:CPI6307577797894,pmsr:/COM17860549784666840,pmsr:/INS1739401557396065/CTS/0001,0001,pmsr:INI1784603367565,Manequim palpação mamária SN:070080,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Manequim palpação mamária SN:070080,Primary state detector for simulator condition monitoring
pmsr:CPI0833513070181,pmsr:/COM17860549784666900,pmsr:/INS1739401557396065/CTS/0002,0002,pmsr:INI1784603367565,Manequim palpação mamária SN:070080,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Manequim palpação mamária SN:070080,Primary response actuator for simulator state control
pmsr:CPI8113484196347,pmsr:/COM910d4690710b30eb0,pmsr:/INS1739401557396065/CTS/0003,0003,pmsr:INI1784603367565,Manequim palpação mamária SN:070080,Laerdal Nursing Care Simulator Interaction Event Detector,component-evidence-name,Simulation support component for Manequim palpação mamária SN:070080,Interaction event detector for tracking learner actions for Manequim palpação mamária SN:070080
pmsr:CPI6917307043461,pmsr:/COM955d3a5f5fbdd4dab,pmsr:/INS1739401557396065/CTS/0004,0004,pmsr:INI1784603367565,Manequim palpação mamária SN:070080,Laerdal Nursing Care Simulator Airway Pressure Detector,component-evidence-name,Simulation support component for Manequim palpação mamária SN:070080,Airway pressure detector for monitoring ventilation pressure for Manequim palpação mamária SN:070080
pmsr:CPI9454320105150,pmsr:/COM96125411c0510a231,pmsr:/INS1739401557396065/CTS/0005,0005,pmsr:INI1784603367565,Manequim palpação mamária SN:070080,Laerdal Nursing Care Simulator Pulse Rate Detector,component-evidence-name,Simulation support component for Manequim palpação mamária SN:070080,Pulse rate detector for monitoring cardiovascular response for Manequim palpação mamária SN:070080
pmsr:CPI0457906514343,pmsr:/COM17860549784666840,pmsr:/INS1739401557396065/CTS/0001,0001,pmsr:INI1784603367566,Manequim palpação mamária SN:070081,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Manequim palpação mamária SN:070081,Primary state detector for simulator condition monitoring
pmsr:CPI3879737825167,pmsr:/COM17860549784666900,pmsr:/INS1739401557396065/CTS/0002,0002,pmsr:INI1784603367566,Manequim palpação mamária SN:070081,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Manequim palpação mamária SN:070081,Primary response actuator for simulator state control
pmsr:CPI7992933327710,pmsr:/COM910d4690710b30eb0,pmsr:/INS1739401557396065/CTS/0003,0003,pmsr:INI1784603367566,Manequim palpação mamária SN:070081,Laerdal Nursing Care Simulator Interaction Event Detector,component-evidence-name,Simulation support component for Manequim palpação mamária SN:070081,Interaction event detector for tracking learner actions for Manequim palpação mamária SN:070081
pmsr:CPI7898155337402,pmsr:/COM955d3a5f5fbdd4dab,pmsr:/INS1739401557396065/CTS/0004,0004,pmsr:INI1784603367566,Manequim palpação mamária SN:070081,Laerdal Nursing Care Simulator Airway Pressure Detector,component-evidence-name,Simulation support component for Manequim palpação mamária SN:070081,Airway pressure detector for monitoring ventilation pressure for Manequim palpação mamária SN:070081
pmsr:CPI8537309808514,pmsr:/COM96125411c0510a231,pmsr:/INS1739401557396065/CTS/0005,0005,pmsr:INI1784603367566,Manequim palpação mamária SN:070081,Laerdal Nursing Care Simulator Pulse Rate Detector,component-evidence-name,Simulation support component for Manequim palpação mamária SN:070081,Pulse rate detector for monitoring cardiovascular response for Manequim palpação mamária SN:070081
pmsr:CPI2184428528086,pmsr:/COM17860549784666840,pmsr:/INS1739401557396065/CTS/0001,0001,pmsr:INI1784603367567,Manequim palpação mamária SN:070082,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Manequim palpação mamária SN:070082,Primary state detector for simulator condition monitoring
pmsr:CPI0744097137737,pmsr:/COM17860549784666900,pmsr:/INS1739401557396065/CTS/0002,0002,pmsr:INI1784603367567,Manequim palpação mamária SN:070082,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Manequim palpação mamária SN:070082,Primary response actuator for simulator state control
pmsr:CPI0761918128797,pmsr:/COM910d4690710b30eb0,pmsr:/INS1739401557396065/CTS/0003,0003,pmsr:INI1784603367567,Manequim palpação mamária SN:070082,Laerdal Nursing Care Simulator Interaction Event Detector,component-evidence-name,Simulation support component for Manequim palpação mamária SN:070082,Interaction event detector for tracking learner actions for Manequim palpação mamária SN:070082
pmsr:CPI5834247400080,pmsr:/COM955d3a5f5fbdd4dab,pmsr:/INS1739401557396065/CTS/0004,0004,pmsr:INI1784603367567,Manequim palpação mamária SN:070082,Laerdal Nursing Care Simulator Airway Pressure Detector,component-evidence-name,Simulation support component for Manequim palpação mamária SN:070082,Airway pressure detector for monitoring ventilation pressure for Manequim palpação mamária SN:070082
pmsr:CPI4676270172204,pmsr:/COM96125411c0510a231,pmsr:/INS1739401557396065/CTS/0005,0005,pmsr:INI1784603367567,Manequim palpação mamária SN:070082,Laerdal Nursing Care Simulator Pulse Rate Detector,component-evidence-name,Simulation support component for Manequim palpação mamária SN:070082,Pulse rate detector for monitoring cardiovascular response for Manequim palpação mamária SN:070082
pmsr:CPI9516752937149,pmsr:/COM17860549784666840,pmsr:/INS1739401557396065/CTS/0001,0001,pmsr:INI1784603367569,Manequim palpação mamária SN:070083,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Manequim palpação mamária SN:070083,Primary state detector for simulator condition monitoring
pmsr:CPI6121189630304,pmsr:/COM17860549784666900,pmsr:/INS1739401557396065/CTS/0002,0002,pmsr:INI1784603367569,Manequim palpação mamária SN:070083,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Manequim palpação mamária SN:070083,Primary response actuator for simulator state control
pmsr:CPI8391408392832,pmsr:/COM910d4690710b30eb0,pmsr:/INS1739401557396065/CTS/0003,0003,pmsr:INI1784603367569,Manequim palpação mamária SN:070083,Laerdal Nursing Care Simulator Interaction Event Detector,component-evidence-name,Simulation support component for Manequim palpação mamária SN:070083,Interaction event detector for tracking learner actions for Manequim palpação mamária SN:070083
pmsr:CPI8553649727251,pmsr:/COM955d3a5f5fbdd4dab,pmsr:/INS1739401557396065/CTS/0004,0004,pmsr:INI1784603367569,Manequim palpação mamária SN:070083,Laerdal Nursing Care Simulator Airway Pressure Detector,component-evidence-name,Simulation support component for Manequim palpação mamária SN:070083,Airway pressure detector for monitoring ventilation pressure for Manequim palpação mamária SN:070083
pmsr:CPI9832517573513,pmsr:/COM96125411c0510a231,pmsr:/INS1739401557396065/CTS/0005,0005,pmsr:INI1784603367569,Manequim palpação mamária SN:070083,Laerdal Nursing Care Simulator Pulse Rate Detector,component-evidence-name,Simulation support component for Manequim palpação mamária SN:070083,Pulse rate detector for monitoring cardiovascular response for Manequim palpação mamária SN:070083
pmsr:CPI9842241017645,pmsr:/COM17860549784666840,pmsr:/INS1739401557396065/CTS/0001,0001,pmsr:INI1784603367570,Manequim palpação mamária SN:070084,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Manequim palpação mamária SN:070084,Primary state detector for simulator condition monitoring
pmsr:CPI4421014086817,pmsr:/COM17860549784666900,pmsr:/INS1739401557396065/CTS/0002,0002,pmsr:INI1784603367570,Manequim palpação mamária SN:070084,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Manequim palpação mamária SN:070084,Primary response actuator for simulator state control
pmsr:CPI2506280551133,pmsr:/COM910d4690710b30eb0,pmsr:/INS1739401557396065/CTS/0003,0003,pmsr:INI1784603367570,Manequim palpação mamária SN:070084,Laerdal Nursing Care Simulator Interaction Event Detector,component-evidence-name,Simulation support component for Manequim palpação mamária SN:070084,Interaction event detector for tracking learner actions for Manequim palpação mamária SN:070084
pmsr:CPI7362136800098,pmsr:/COM955d3a5f5fbdd4dab,pmsr:/INS1739401557396065/CTS/0004,0004,pmsr:INI1784603367570,Manequim palpação mamária SN:070084,Laerdal Nursing Care Simulator Airway Pressure Detector,component-evidence-name,Simulation support component for Manequim palpação mamária SN:070084,Airway pressure detector for monitoring ventilation pressure for Manequim palpação mamária SN:070084
pmsr:CPI4216876086875,pmsr:/COM96125411c0510a231,pmsr:/INS1739401557396065/CTS/0005,0005,pmsr:INI1784603367570,Manequim palpação mamária SN:070084,Laerdal Nursing Care Simulator Pulse Rate Detector,component-evidence-name,Simulation support component for Manequim palpação mamária SN:070084,Pulse rate detector for monitoring cardiovascular response for Manequim palpação mamária SN:070084
pmsr:CPI4973819716982,pmsr:/COM17860549784666840,pmsr:/INS1739401557396065/CTS/0001,0001,pmsr:INI1784603367571,Manequim palpação mamária SN:070085,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Manequim palpação mamária SN:070085,Primary state detector for simulator condition monitoring
pmsr:CPI5100061002486,pmsr:/COM17860549784666900,pmsr:/INS1739401557396065/CTS/0002,0002,pmsr:INI1784603367571,Manequim palpação mamária SN:070085,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Manequim palpação mamária SN:070085,Primary response actuator for simulator state control
pmsr:CPI4505267269530,pmsr:/COM910d4690710b30eb0,pmsr:/INS1739401557396065/CTS/0003,0003,pmsr:INI1784603367571,Manequim palpação mamária SN:070085,Laerdal Nursing Care Simulator Interaction Event Detector,component-evidence-name,Simulation support component for Manequim palpação mamária SN:070085,Interaction event detector for tracking learner actions for Manequim palpação mamária SN:070085
pmsr:CPI6497121278803,pmsr:/COM955d3a5f5fbdd4dab,pmsr:/INS1739401557396065/CTS/0004,0004,pmsr:INI1784603367571,Manequim palpação mamária SN:070085,Laerdal Nursing Care Simulator Airway Pressure Detector,component-evidence-name,Simulation support component for Manequim palpação mamária SN:070085,Airway pressure detector for monitoring ventilation pressure for Manequim palpação mamária SN:070085
pmsr:CPI8225199543229,pmsr:/COM96125411c0510a231,pmsr:/INS1739401557396065/CTS/0005,0005,pmsr:INI1784603367571,Manequim palpação mamária SN:070085,Laerdal Nursing Care Simulator Pulse Rate Detector,component-evidence-name,Simulation support component for Manequim palpação mamária SN:070085,Pulse rate detector for monitoring cardiovascular response for Manequim palpação mamária SN:070085
pmsr:CPI3465798597467,pmsr:/COM17860549784665130,pmsr:/INS1739402037946315/CTS/0001,0001,pmsr:INI1784603367573,Manequim punção intraossea SN:070086,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Manequim punção intraossea SN:070086,Primary state detector for simulator condition monitoring
pmsr:CPI7177694216230,pmsr:/COM17860549784665170,pmsr:/INS1739402037946315/CTS/0002,0002,pmsr:INI1784603367573,Manequim punção intraossea SN:070086,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Manequim punção intraossea SN:070086,Primary response actuator for simulator state control
pmsr:CPI8909390022504,pmsr:/COM9727fb50145c10e09,pmsr:/INS1739402037946315/CTS/0003,0003,pmsr:INI1784603367573,Manequim punção intraossea SN:070086,IV Fluid Administration Interaction Event Detector,component-evidence-name,Simulation support component for Manequim punção intraossea SN:070086,Interaction event detector for tracking learner actions for Manequim punção intraossea SN:070086
pmsr:CPI1332424974393,pmsr:/COM9ab325b780c153c16,pmsr:/INS1739402037946315/CTS/0004,0004,pmsr:INI1784603367573,Manequim punção intraossea SN:070086,IV Fluid Administration Airway Pressure Detector,component-evidence-name,Simulation support component for Manequim punção intraossea SN:070086,Airway pressure detector for monitoring ventilation pressure for Manequim punção intraossea SN:070086
pmsr:CPI6627739442320,pmsr:/COM9a6077a472e113288,pmsr:/INS1739402037946315/CTS/0005,0005,pmsr:INI1784603367573,Manequim punção intraossea SN:070086,IV Fluid Administration Pulse Rate Detector,component-evidence-name,Simulation support component for Manequim punção intraossea SN:070086,Pulse rate detector for monitoring cardiovascular response for Manequim punção intraossea SN:070086
pmsr:CPI1685162339148,pmsr:/COM17860549784665130,pmsr:/INS1739402037946315/CTS/0001,0001,pmsr:INI1784603367574,Manequim punção intraossea SN:070087,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Manequim punção intraossea SN:070087,Primary state detector for simulator condition monitoring
pmsr:CPI2257878818375,pmsr:/COM17860549784665170,pmsr:/INS1739402037946315/CTS/0002,0002,pmsr:INI1784603367574,Manequim punção intraossea SN:070087,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Manequim punção intraossea SN:070087,Primary response actuator for simulator state control
pmsr:CPI3463510944113,pmsr:/COM9727fb50145c10e09,pmsr:/INS1739402037946315/CTS/0003,0003,pmsr:INI1784603367574,Manequim punção intraossea SN:070087,IV Fluid Administration Interaction Event Detector,component-evidence-name,Simulation support component for Manequim punção intraossea SN:070087,Interaction event detector for tracking learner actions for Manequim punção intraossea SN:070087
pmsr:CPI7481755819556,pmsr:/COM9ab325b780c153c16,pmsr:/INS1739402037946315/CTS/0004,0004,pmsr:INI1784603367574,Manequim punção intraossea SN:070087,IV Fluid Administration Airway Pressure Detector,component-evidence-name,Simulation support component for Manequim punção intraossea SN:070087,Airway pressure detector for monitoring ventilation pressure for Manequim punção intraossea SN:070087
pmsr:CPI0566013820408,pmsr:/COM9a6077a472e113288,pmsr:/INS1739402037946315/CTS/0005,0005,pmsr:INI1784603367574,Manequim punção intraossea SN:070087,IV Fluid Administration Pulse Rate Detector,component-evidence-name,Simulation support component for Manequim punção intraossea SN:070087,Pulse rate detector for monitoring cardiovascular response for Manequim punção intraossea SN:070087
pmsr:CPI9816182107786,pmsr:/COM17860549784665130,pmsr:/INS1739402037946315/CTS/0001,0001,pmsr:INI1784603367575,Manequim punção intraossea SN:070088,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Manequim punção intraossea SN:070088,Primary state detector for simulator condition monitoring
pmsr:CPI4783708999014,pmsr:/COM17860549784665170,pmsr:/INS1739402037946315/CTS/0002,0002,pmsr:INI1784603367575,Manequim punção intraossea SN:070088,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Manequim punção intraossea SN:070088,Primary response actuator for simulator state control
pmsr:CPI8129404878581,pmsr:/COM9727fb50145c10e09,pmsr:/INS1739402037946315/CTS/0003,0003,pmsr:INI1784603367575,Manequim punção intraossea SN:070088,IV Fluid Administration Interaction Event Detector,component-evidence-name,Simulation support component for Manequim punção intraossea SN:070088,Interaction event detector for tracking learner actions for Manequim punção intraossea SN:070088
pmsr:CPI1651274046113,pmsr:/COM9ab325b780c153c16,pmsr:/INS1739402037946315/CTS/0004,0004,pmsr:INI1784603367575,Manequim punção intraossea SN:070088,IV Fluid Administration Airway Pressure Detector,component-evidence-name,Simulation support component for Manequim punção intraossea SN:070088,Airway pressure detector for monitoring ventilation pressure for Manequim punção intraossea SN:070088
pmsr:CPI6477158417858,pmsr:/COM9a6077a472e113288,pmsr:/INS1739402037946315/CTS/0005,0005,pmsr:INI1784603367575,Manequim punção intraossea SN:070088,IV Fluid Administration Pulse Rate Detector,component-evidence-name,Simulation support component for Manequim punção intraossea SN:070088,Pulse rate detector for monitoring cardiovascular response for Manequim punção intraossea SN:070088
pmsr:CPI5269329265706,pmsr:/COM17860549784665130,pmsr:/INS1739402037946315/CTS/0001,0001,pmsr:INI1784603367577,Manequim punção intraossea SN:070089,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Manequim punção intraossea SN:070089,Primary state detector for simulator condition monitoring
pmsr:CPI8425366881225,pmsr:/COM17860549784665170,pmsr:/INS1739402037946315/CTS/0002,0002,pmsr:INI1784603367577,Manequim punção intraossea SN:070089,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Manequim punção intraossea SN:070089,Primary response actuator for simulator state control
pmsr:CPI7593141013971,pmsr:/COM9727fb50145c10e09,pmsr:/INS1739402037946315/CTS/0003,0003,pmsr:INI1784603367577,Manequim punção intraossea SN:070089,IV Fluid Administration Interaction Event Detector,component-evidence-name,Simulation support component for Manequim punção intraossea SN:070089,Interaction event detector for tracking learner actions for Manequim punção intraossea SN:070089
pmsr:CPI5319250212217,pmsr:/COM9ab325b780c153c16,pmsr:/INS1739402037946315/CTS/0004,0004,pmsr:INI1784603367577,Manequim punção intraossea SN:070089,IV Fluid Administration Airway Pressure Detector,component-evidence-name,Simulation support component for Manequim punção intraossea SN:070089,Airway pressure detector for monitoring ventilation pressure for Manequim punção intraossea SN:070089
pmsr:CPI1319693221641,pmsr:/COM9a6077a472e113288,pmsr:/INS1739402037946315/CTS/0005,0005,pmsr:INI1784603367577,Manequim punção intraossea SN:070089,IV Fluid Administration Pulse Rate Detector,component-evidence-name,Simulation support component for Manequim punção intraossea SN:070089,Pulse rate detector for monitoring cardiovascular response for Manequim punção intraossea SN:070089
pmsr:CPI6024772687397,pmsr:/COM17860549784665130,pmsr:/INS1739402037946315/CTS/0001,0001,pmsr:INI1784603367578,Manequim punção intraossea SN:070090,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Manequim punção intraossea SN:070090,Primary state detector for simulator condition monitoring
pmsr:CPI0454941131603,pmsr:/COM17860549784665170,pmsr:/INS1739402037946315/CTS/0002,0002,pmsr:INI1784603367578,Manequim punção intraossea SN:070090,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Manequim punção intraossea SN:070090,Primary response actuator for simulator state control
pmsr:CPI9497590321918,pmsr:/COM9727fb50145c10e09,pmsr:/INS1739402037946315/CTS/0003,0003,pmsr:INI1784603367578,Manequim punção intraossea SN:070090,IV Fluid Administration Interaction Event Detector,component-evidence-name,Simulation support component for Manequim punção intraossea SN:070090,Interaction event detector for tracking learner actions for Manequim punção intraossea SN:070090
pmsr:CPI2796428709809,pmsr:/COM9ab325b780c153c16,pmsr:/INS1739402037946315/CTS/0004,0004,pmsr:INI1784603367578,Manequim punção intraossea SN:070090,IV Fluid Administration Airway Pressure Detector,component-evidence-name,Simulation support component for Manequim punção intraossea SN:070090,Airway pressure detector for monitoring ventilation pressure for Manequim punção intraossea SN:070090
pmsr:CPI8972940852048,pmsr:/COM9a6077a472e113288,pmsr:/INS1739402037946315/CTS/0005,0005,pmsr:INI1784603367578,Manequim punção intraossea SN:070090,IV Fluid Administration Pulse Rate Detector,component-evidence-name,Simulation support component for Manequim punção intraossea SN:070090,Pulse rate detector for monitoring cardiovascular response for Manequim punção intraossea SN:070090
